Facility_ID,Type of Infrastructure,Value
101465-3,Waste_Management,Incinerator
101466-1,Waste_Management,Incinerator
101466-1,Waste_Management,Burning Pit
101466-1,Waste_Management,Placenta Pit
111675-5,Waste_Management,Burning Chamber
105314-9,Waste_Management,Incinerator
113834-6,Waste_Management,Burning Chamber
110605-3,Waste_Management,Incinerator
110606-1,Waste_Management,Burning Chamber
108457-3,Waste_Management,Incinerator
101469-5,Waste_Management,Incinerator
101469-5,Waste_Management,Burning Pit
101469-5,Waste_Management,Placenta Pit
101470-3,Waste_Management,Burning Pit
111746-4,Waste_Management,Not set
101471-1,Waste_Management,Burning Pit
101471-1,Waste_Management,Placenta Pit
101472-9,Waste_Management,Incinerator
101472-9,Waste_Management,Burning Pit
101472-9,Waste_Management,Placenta Pit
101473-7,Waste_Management,Incinerator
101473-7,Waste_Management,Burning Pit
101473-7,Waste_Management,Placenta Pit
101474-5,Waste_Management,Burning Pit
101475-2,Waste_Management,Burning Chamber
101475-2,Waste_Management,Burning Pit
101475-2,Waste_Management,Placenta Pit
101476-0,Waste_Management,Not set
101477-8,Waste_Management,Incinerator
101477-8,Waste_Management,Burning Pit
101477-8,Waste_Management,Placenta Pit
109946-4,Waste_Management,Not set
101478-6,Waste_Management,Burning Pit
101479-4,Waste_Management,Burning Chamber
101479-4,Waste_Management,Burning Pit
101479-4,Waste_Management,Placenta Pit
101480-2,Waste_Management,Burning Pit
101481-0,Waste_Management,Burning Pit
101481-0,Waste_Management,Placenta Pit
101483-6,Waste_Management,Incinerator
101483-6,Waste_Management,Placenta Pit
101484-4,Waste_Management,Incinerator
101484-4,Waste_Management,Placenta Pit
101485-1,Waste_Management,Placenta Pit
111679-7,Waste_Management,Burning Chamber
111679-7,Waste_Management,Burning Pit
111679-7,Waste_Management,Placenta Pit
113732-2,Waste_Management,Not set
101488-5,Waste_Management,Incinerator
101488-5,Waste_Management,Placenta Pit
111041-0,Waste_Management,Burning Pit
101495-0,Waste_Management,Burning Pit
101495-0,Waste_Management,Placenta Pit
101492-7,Waste_Management,Burning Chamber
101492-7,Waste_Management,Placenta Pit
101491-9,Waste_Management,Burning Chamber
101491-9,Waste_Management,Burning Pit
101491-9,Waste_Management,Placenta Pit
101494-3,Waste_Management,Burning Chamber
101496-8,Waste_Management,Burning Pit
101496-8,Waste_Management,Placenta Pit
101497-6,Waste_Management,Burning Pit
111520-3,Waste_Management,Not set
101498-4,Waste_Management,Burning Chamber
101498-4,Waste_Management,Burning Pit
101498-4,Waste_Management,Placenta Pit
101500-7,Waste_Management,Burning Pit
109189-1,Waste_Management,Burning Pit
109189-1,Waste_Management,Placenta Pit
109166-9,Waste_Management,Burning Pit
109166-9,Waste_Management,Placenta Pit
101504-9,Waste_Management,Burning Chamber
101504-9,Waste_Management,Placenta Pit
101505-6,Waste_Management,Incinerator
101505-6,Waste_Management,Placenta Pit
101507-2,Waste_Management,Not set
101508-0,Waste_Management,Burning Chamber
101508-0,Waste_Management,Burning Pit
101508-0,Waste_Management,Placenta Pit
101509-8,Waste_Management,Burning Pit
101510-6,Waste_Management,Burning Chamber
101510-6,Waste_Management,Burning Pit
101510-6,Waste_Management,Placenta Pit
109167-7,Waste_Management,Burning Pit
109167-7,Waste_Management,Placenta Pit
101512-2,Waste_Management,Incinerator
101512-2,Waste_Management,Placenta Pit
110901-6,Waste_Management,Not set
111933-8,Waste_Management,Burning Pit
101513-0,Waste_Management,Incinerator
101515-5,Waste_Management,Burning Chamber
101515-5,Waste_Management,Burning Pit
113516-9,Waste_Management,Burning Chamber
112351-2,Waste_Management,Incinerator
112351-2,Waste_Management,Placenta Pit
101517-1,Waste_Management,Incinerator
109442-4,Waste_Management,Burning Pit
101518-9,Waste_Management,Placenta Pit
110211-0,Waste_Management,Incinerator
101520-5,Waste_Management,Incinerator
101521-3,Waste_Management,Burning Pit
101522-1,Waste_Management,Burning Chamber
101522-1,Waste_Management,Placenta Pit
108476-3,Waste_Management,Incinerator
101523-9,Waste_Management,Incinerator
101523-9,Waste_Management,Burning Pit
101523-9,Waste_Management,Placenta Pit
101525-4,Waste_Management,Placenta Pit
101524-7,Waste_Management,Incinerator
101526-2,Waste_Management,Incinerator
101528-8,Waste_Management,Burning Pit
101528-8,Waste_Management,Placenta Pit
109900-1,Waste_Management,Not set
101529-6,Waste_Management,Burning Chamber
101529-6,Waste_Management,Placenta Pit
101530-4,Waste_Management,Burning Pit
109341-8,Waste_Management,Not set
109646-0,Waste_Management,Not set
101532-0,Waste_Management,Not set
101533-8,Waste_Management,Burning Pit
101533-8,Waste_Management,Placenta Pit
101534-6,Waste_Management,Burning Pit
101535-3,Waste_Management,Incinerator
101536-1,Waste_Management,Burning Pit
101536-1,Waste_Management,Placenta Pit
101537-9,Waste_Management,Incinerator
101537-9,Waste_Management,Placenta Pit
101538-7,Waste_Management,Incinerator
101538-7,Waste_Management,Placenta Pit
101539-5,Waste_Management,Incinerator
101539-5,Waste_Management,Burning Pit
101539-5,Waste_Management,Placenta Pit
101540-3,Waste_Management,Burning Chamber
101540-3,Waste_Management,Burning Pit
101540-3,Waste_Management,Placenta Pit
101541-1,Waste_Management,Not set
101542-9,Waste_Management,Burning Chamber
101542-9,Waste_Management,Burning Pit
101542-9,Waste_Management,Placenta Pit
101543-7,Waste_Management,Incinerator
101543-7,Waste_Management,Burning Pit
101543-7,Waste_Management,Placenta Pit
101544-5,Waste_Management,Burning Pit
101544-5,Waste_Management,Placenta Pit
101545-2,Waste_Management,Burning Pit
101545-2,Waste_Management,Placenta Pit
101547-8,Waste_Management,Incinerator
101547-8,Waste_Management,Placenta Pit
101549-4,Waste_Management,Burning Pit
101549-4,Waste_Management,Placenta Pit
101548-6,Waste_Management,Incinerator
101548-6,Waste_Management,Placenta Pit
101551-0,Waste_Management,Incinerator
101552-8,Waste_Management,Incinerator
101552-8,Waste_Management,Burning Pit
101552-8,Waste_Management,Placenta Pit
101553-6,Waste_Management,Burning Pit
101553-6,Waste_Management,Placenta Pit
101554-4,Waste_Management,Incinerator
101554-4,Waste_Management,Placenta Pit
101555-1,Waste_Management,Incinerator
101555-1,Waste_Management,Placenta Pit
101556-9,Waste_Management,Burning Pit
101556-9,Waste_Management,Placenta Pit
101557-7,Waste_Management,Not set
101558-5,Waste_Management,Burning Chamber
101560-1,Waste_Management,Incinerator
101560-1,Waste_Management,Burning Pit
101562-7,Waste_Management,Incinerator
101562-7,Waste_Management,Placenta Pit
101561-9,Waste_Management,Burning Pit
101561-9,Waste_Management,Placenta Pit
101559-3,Waste_Management,Burning Chamber
101559-3,Waste_Management,Burning Pit
101563-5,Waste_Management,Burning Pit
101563-5,Waste_Management,Placenta Pit
101564-3,Waste_Management,Burning Pit
101565-0,Waste_Management,Incinerator
101565-0,Waste_Management,Burning Pit
101566-8,Waste_Management,Incinerator
101566-8,Waste_Management,Placenta Pit
109730-2,Waste_Management,Not set
101567-6,Waste_Management,Burning Pit
101568-4,Waste_Management,Burning Pit
101568-4,Waste_Management,Placenta Pit
101569-2,Waste_Management,Burning Pit
101569-2,Waste_Management,Placenta Pit
101570-0,Waste_Management,Incinerator
101570-0,Waste_Management,Placenta Pit
109831-8,Waste_Management,Burning Chamber
101571-8,Waste_Management,Burning Pit
101572-6,Waste_Management,Burning Pit
101574-2,Waste_Management,Incinerator
101574-2,Waste_Management,Placenta Pit
101576-7,Waste_Management,Burning Chamber
101576-7,Waste_Management,Burning Pit
101577-5,Waste_Management,Burning Pit
101577-5,Waste_Management,Placenta Pit
101578-3,Waste_Management,Burning Pit
101578-3,Waste_Management,Placenta Pit
101579-1,Waste_Management,Incinerator
101579-1,Waste_Management,Burning Chamber
101580-9,Waste_Management,Incinerator
101581-7,Waste_Management,Burning Pit
101583-3,Waste_Management,Incinerator
101583-3,Waste_Management,Placenta Pit
101584-1,Waste_Management,Burning Pit
101584-1,Waste_Management,Placenta Pit
101585-8,Waste_Management,Incinerator
101585-8,Waste_Management,Placenta Pit
101586-6,Waste_Management,Incinerator
101586-6,Waste_Management,Placenta Pit
109934-0,Waste_Management,Placenta Pit
101587-4,Waste_Management,Burning Chamber
101588-2,Waste_Management,Burning Chamber
101588-2,Waste_Management,Burning Pit
101588-2,Waste_Management,Placenta Pit
112114-4,Waste_Management,Burning Pit
101589-0,Waste_Management,Incinerator
101589-0,Waste_Management,Placenta Pit
101590-8,Waste_Management,Burning Pit
101590-8,Waste_Management,Placenta Pit
101592-4,Waste_Management,Not set
101593-2,Waste_Management,Incinerator
101593-2,Waste_Management,Placenta Pit
101594-0,Waste_Management,Incinerator
101594-0,Waste_Management,Placenta Pit
101595-7,Waste_Management,Burning Pit
101595-7,Waste_Management,Placenta Pit
101596-5,Waste_Management,Burning Pit
101597-3,Waste_Management,Placenta Pit
101598-1,Waste_Management,Burning Chamber
101598-1,Waste_Management,Placenta Pit
101599-9,Waste_Management,Incinerator
101599-9,Waste_Management,Placenta Pit
101600-5,Waste_Management,Incinerator
101600-5,Waste_Management,Placenta Pit
101602-1,Waste_Management,Burning Pit
101601-3,Waste_Management,Burning Pit
101603-9,Waste_Management,Incinerator
101603-9,Waste_Management,Placenta Pit
101604-7,Waste_Management,Burning Pit
101604-7,Waste_Management,Placenta Pit
101606-2,Waste_Management,Burning Pit
101606-2,Waste_Management,Placenta Pit
101605-4,Waste_Management,Burning Pit
101609-6,Waste_Management,Incinerator
101609-6,Waste_Management,Burning Pit
101609-6,Waste_Management,Placenta Pit
101607-0,Waste_Management,Incinerator
101607-0,Waste_Management,Placenta Pit
101611-2,Waste_Management,Incinerator
101611-2,Waste_Management,Burning Chamber
101611-2,Waste_Management,Burning Pit
101611-2,Waste_Management,Placenta Pit
101610-4,Waste_Management,Burning Pit
101610-4,Waste_Management,Placenta Pit
101612-0,Waste_Management,Burning Chamber
101612-0,Waste_Management,Burning Pit
101612-0,Waste_Management,Placenta Pit
110863-8,Waste_Management,Not set
111090-7,Waste_Management,Incinerator
111090-7,Waste_Management,Burning Chamber
111090-7,Waste_Management,Placenta Pit
111163-2,Waste_Management,Burning Chamber
111163-2,Waste_Management,Burning Pit
111163-2,Waste_Management,Placenta Pit
101614-6,Waste_Management,Incinerator
101614-6,Waste_Management,Burning Pit
101614-6,Waste_Management,Placenta Pit
101615-3,Waste_Management,Incinerator
101615-3,Waste_Management,Placenta Pit
111870-2,Waste_Management,Not set
101616-1,Waste_Management,Incinerator
101616-1,Waste_Management,Burning Pit
101616-1,Waste_Management,Placenta Pit
112067-4,Waste_Management,Burning Pit
101617-9,Waste_Management,Incinerator
109984-5,Waste_Management,Burning Pit
101618-7,Waste_Management,Burning Pit
101619-5,Waste_Management,Burning Pit
111049-3,Waste_Management,Placenta Pit
101620-3,Waste_Management,Burning Pit
101620-3,Waste_Management,Placenta Pit
110741-6,Waste_Management,Incinerator
101622-9,Waste_Management,Burning Pit
101622-9,Waste_Management,Placenta Pit
101623-7,Waste_Management,Incinerator
101623-7,Waste_Management,Placenta Pit
101624-5,Waste_Management,Placenta Pit
101625-2,Waste_Management,Incinerator
101627-8,Waste_Management,Burning Pit
101628-6,Waste_Management,Incinerator
101628-6,Waste_Management,Placenta Pit
101629-4,Waste_Management,Burning Chamber
101630-2,Waste_Management,Not set
101632-8,Waste_Management,Incinerator
101633-6,Waste_Management,Burning Pit
101634-4,Waste_Management,Burning Pit
101636-9,Waste_Management,Burning Pit
101636-9,Waste_Management,Placenta Pit
111667-2,Waste_Management,Burning Chamber
101637-7,Waste_Management,Placenta Pit
101638-5,Waste_Management,Incinerator
101638-5,Waste_Management,Burning Chamber
101638-5,Waste_Management,Placenta Pit
101639-3,Waste_Management,Not set
101640-1,Waste_Management,Burning Pit
101642-7,Waste_Management,Burning Pit
101641-9,Waste_Management,Not set
101643-5,Waste_Management,Not set
112362-9,Waste_Management,Not set
101645-0,Waste_Management,Burning Pit
101645-0,Waste_Management,Placenta Pit
113588-8,Waste_Management,Not set
101646-8,Waste_Management,Incinerator
101646-8,Waste_Management,Placenta Pit
101647-6,Waste_Management,Incinerator
109716-1,Waste_Management,Burning Chamber
109766-6,Waste_Management,Incinerator
109766-6,Waste_Management,Burning Pit
101648-4,Waste_Management,Incinerator
101648-4,Waste_Management,Placenta Pit
101649-2,Waste_Management,Burning Pit
101650-0,Waste_Management,Incinerator
101650-0,Waste_Management,Placenta Pit
101652-6,Waste_Management,Incinerator
101652-6,Waste_Management,Burning Chamber
101652-6,Waste_Management,Placenta Pit
109714-6,Waste_Management,Not set
101655-9,Waste_Management,Burning Pit
101656-7,Waste_Management,Incinerator
101657-5,Waste_Management,Incinerator
101657-5,Waste_Management,Burning Pit
101658-3,Waste_Management,Burning Chamber
101658-3,Waste_Management,Placenta Pit
101659-1,Waste_Management,Burning Chamber
101659-1,Waste_Management,Burning Pit
101659-1,Waste_Management,Placenta Pit
101660-9,Waste_Management,Burning Pit
101661-7,Waste_Management,Burning Pit
101662-5,Waste_Management,Burning Chamber
101662-5,Waste_Management,Placenta Pit
109666-8,Waste_Management,Not set
101663-3,Waste_Management,Burning Pit
101663-3,Waste_Management,Placenta Pit
109958-9,Waste_Management,Not set
101664-1,Waste_Management,Burning Pit
101666-6,Waste_Management,Incinerator
101666-6,Waste_Management,Burning Pit
101666-6,Waste_Management,Placenta Pit
101667-4,Waste_Management,Incinerator
101667-4,Waste_Management,Placenta Pit
101665-8,Waste_Management,Incinerator
101665-8,Waste_Management,Placenta Pit
101668-2,Waste_Management,Burning Pit
101668-2,Waste_Management,Placenta Pit
101669-0,Waste_Management,Incinerator
101669-0,Waste_Management,Placenta Pit
101670-8,Waste_Management,Burning Pit
101672-4,Waste_Management,Burning Pit
101672-4,Waste_Management,Placenta Pit
101673-2,Waste_Management,Burning Chamber
101673-2,Waste_Management,Placenta Pit
101674-0,Waste_Management,Burning Pit
101674-0,Waste_Management,Placenta Pit
101675-7,Waste_Management,Incinerator
101676-5,Waste_Management,Incinerator
101676-5,Waste_Management,Burning Pit
101677-3,Waste_Management,Incinerator
101677-3,Waste_Management,Placenta Pit
111056-8,Waste_Management,Burning Chamber
111056-8,Waste_Management,Burning Pit
111056-8,Waste_Management,Placenta Pit
101681-5,Waste_Management,Not set
110090-8,Waste_Management,Not set
101682-3,Waste_Management,Burning Pit
109783-1,Waste_Management,Not set
101683-1,Waste_Management,Burning Pit
101684-9,Waste_Management,Burning Chamber
101684-9,Waste_Management,Burning Pit
101684-9,Waste_Management,Placenta Pit
101685-6,Waste_Management,Incinerator
101685-6,Waste_Management,Burning Pit
101685-6,Waste_Management,Placenta Pit
101686-4,Waste_Management,Burning Pit
101686-4,Waste_Management,Placenta Pit
109760-9,Waste_Management,Not set
101687-2,Waste_Management,Incinerator
101687-2,Waste_Management,Placenta Pit
113106-9,Waste_Management,Burning Chamber
113106-9,Waste_Management,Placenta Pit
101688-0,Waste_Management,Incinerator
101688-0,Waste_Management,Burning Chamber
101688-0,Waste_Management,Burning Pit
101688-0,Waste_Management,Placenta Pit
108781-6,Waste_Management,Incinerator
108781-6,Waste_Management,Burning Chamber
108781-6,Waste_Management,Burning Pit
108781-6,Waste_Management,Placenta Pit
108832-7,Waste_Management,Not set
101690-6,Waste_Management,Placenta Pit
101692-2,Waste_Management,Incinerator
101692-2,Waste_Management,Burning Chamber
101692-2,Waste_Management,Placenta Pit
101693-0,Waste_Management,Incinerator
101693-0,Waste_Management,Placenta Pit
101694-8,Waste_Management,Burning Pit
101695-5,Waste_Management,Burning Pit
101695-5,Waste_Management,Placenta Pit
110103-9,Waste_Management,Incinerator
110103-9,Waste_Management,Placenta Pit
101696-3,Waste_Management,Incinerator
101696-3,Waste_Management,Placenta Pit
112023-7,Waste_Management,Incinerator
112023-7,Waste_Management,Burning Pit
112023-7,Waste_Management,Placenta Pit
101697-1,Waste_Management,Not set
101698-9,Waste_Management,Burning Chamber
101698-9,Waste_Management,Burning Pit
101699-7,Waste_Management,Not set
101700-3,Waste_Management,Burning Pit
101700-3,Waste_Management,Placenta Pit
101701-1,Waste_Management,Incinerator
101701-1,Waste_Management,Burning Chamber
101701-1,Waste_Management,Burning Pit
101701-1,Waste_Management,Placenta Pit
101703-7,Waste_Management,Incinerator
101703-7,Waste_Management,Placenta Pit
101702-9,Waste_Management,Incinerator
112143-3,Waste_Management,Others
112769-5,Waste_Management,Others
101705-2,Waste_Management,Burning Pit
101707-8,Waste_Management,Incinerator
101707-8,Waste_Management,Burning Pit
101707-8,Waste_Management,Placenta Pit
101706-0,Waste_Management,Incinerator
101708-6,Waste_Management,Incinerator
101708-6,Waste_Management,Placenta Pit
101709-4,Waste_Management,Incinerator
101709-4,Waste_Management,Placenta Pit
101710-2,Waste_Management,Burning Pit
101711-0,Waste_Management,Others
101712-8,Waste_Management,Incinerator
101712-8,Waste_Management,Placenta Pit
101713-6,Waste_Management,Burning Pit
101714-4,Waste_Management,Burning Pit
110822-4,Waste_Management,Not set
109139-6,Waste_Management,Incinerator
109139-6,Waste_Management,Placenta Pit
101716-9,Waste_Management,Burning Pit
101716-9,Waste_Management,Placenta Pit
101717-7,Waste_Management,Burning Pit
101718-5,Waste_Management,Burning Pit
108887-1,Waste_Management,Incinerator
108887-1,Waste_Management,Placenta Pit
101719-3,Waste_Management,Incinerator
101719-3,Waste_Management,Placenta Pit
101722-7,Waste_Management,Burning Chamber
113650-6,Waste_Management,Incinerator
101723-5,Waste_Management,Incinerator
101723-5,Waste_Management,Placenta Pit
101724-3,Waste_Management,Burning Pit
108477-1,Waste_Management,Incinerator
101725-0,Waste_Management,Incinerator
101725-0,Waste_Management,Burning Pit
101725-0,Waste_Management,Placenta Pit
101725-0,Waste_Management,Others
101726-8,Waste_Management,Burning Pit
101726-8,Waste_Management,Placenta Pit
101728-4,Waste_Management,Not set
102438-9,Waste_Management,Incinerator
102438-9,Waste_Management,Placenta Pit
101731-8,Waste_Management,Incinerator
101731-8,Waste_Management,Burning Pit
101730-0,Waste_Management,Not set
113704-1,Waste_Management,Burning Pit
101732-6,Waste_Management,Incinerator
101732-6,Waste_Management,Burning Chamber
101732-6,Waste_Management,Burning Pit
101732-6,Waste_Management,Placenta Pit
101734-2,Waste_Management,Incinerator
101734-2,Waste_Management,Placenta Pit
101733-4,Waste_Management,Incinerator
101733-4,Waste_Management,Burning Chamber
101733-4,Waste_Management,Placenta Pit
113865-0,Waste_Management,Not set
101735-9,Waste_Management,Incinerator
101735-9,Waste_Management,Burning Pit
101735-9,Waste_Management,Placenta Pit
101736-7,Waste_Management,Incinerator
101736-7,Waste_Management,Burning Chamber
101736-7,Waste_Management,Burning Pit
101736-7,Waste_Management,Placenta Pit
101737-5,Waste_Management,Burning Chamber
101737-5,Waste_Management,Placenta Pit
113146-5,Waste_Management,Placenta Pit
109576-9,Waste_Management,Not set
101738-3,Waste_Management,Burning Pit
109542-1,Waste_Management,Burning Pit
113810-6,Waste_Management,Not set
101739-1,Waste_Management,Incinerator
101739-1,Waste_Management,Burning Pit
101740-9,Waste_Management,Burning Chamber
101741-7,Waste_Management,Burning Pit
101741-7,Waste_Management,Placenta Pit
101741-7,Waste_Management,Others
101742-5,Waste_Management,Burning Pit
112164-9,Waste_Management,Incinerator
112164-9,Waste_Management,Placenta Pit
101743-3,Waste_Management,Burning Pit
101743-3,Waste_Management,Placenta Pit
102873-7,Waste_Management,Incinerator
102873-7,Waste_Management,Burning Chamber
102873-7,Waste_Management,Burning Pit
102873-7,Waste_Management,Placenta Pit
101747-4,Waste_Management,Incinerator
101747-4,Waste_Management,Placenta Pit
101748-2,Waste_Management,Burning Pit
101749-0,Waste_Management,Not set
101751-6,Waste_Management,Incinerator
101751-6,Waste_Management,Burning Pit
101751-6,Waste_Management,Placenta Pit
101750-8,Waste_Management,Incinerator
101750-8,Waste_Management,Burning Pit
101750-8,Waste_Management,Placenta Pit
101752-4,Waste_Management,Burning Pit
101753-2,Waste_Management,Not set
101754-0,Waste_Management,Burning Chamber
109510-8,Waste_Management,Burning Pit
101756-5,Waste_Management,Incinerator
101758-1,Waste_Management,Burning Pit
101757-3,Waste_Management,Not set
101759-9,Waste_Management,Incinerator
101760-7,Waste_Management,Burning Pit
101761-5,Waste_Management,Incinerator
101761-5,Waste_Management,Burning Pit
101761-5,Waste_Management,Placenta Pit
101762-3,Waste_Management,Burning Pit
101762-3,Waste_Management,Placenta Pit
101763-1,Waste_Management,Burning Pit
101763-1,Waste_Management,Placenta Pit
101764-9,Waste_Management,Not set
101765-6,Waste_Management,Burning Pit
101766-4,Waste_Management,Burning Chamber
101766-4,Waste_Management,Burning Pit
101766-4,Waste_Management,Placenta Pit
101768-0,Waste_Management,Incinerator
101769-8,Waste_Management,Incinerator
101769-8,Waste_Management,Placenta Pit
101771-4,Waste_Management,Not set
112590-5,Waste_Management,Burning Chamber
101772-2,Waste_Management,Burning Chamber
101773-0,Waste_Management,Burning Pit
101773-0,Waste_Management,Placenta Pit
109300-4,Waste_Management,Burning Pit
101775-5,Waste_Management,Incinerator
101775-5,Waste_Management,Burning Pit
101774-8,Waste_Management,Burning Chamber
109718-7,Waste_Management,Incinerator
109718-7,Waste_Management,Placenta Pit
101777-1,Waste_Management,Incinerator
101778-9,Waste_Management,Burning Pit
101779-7,Waste_Management,Burning Pit
101779-7,Waste_Management,Placenta Pit
101780-5,Waste_Management,Not set
101782-1,Waste_Management,Burning Pit
109800-3,Waste_Management,Incinerator
101783-9,Waste_Management,Incinerator
101783-9,Waste_Management,Placenta Pit
101784-7,Waste_Management,Incinerator
101784-7,Waste_Management,Burning Pit
110900-8,Waste_Management,Not set
101786-2,Waste_Management,Incinerator
101786-2,Waste_Management,Burning Chamber
101786-2,Waste_Management,Burning Pit
101786-2,Waste_Management,Placenta Pit
101787-0,Waste_Management,Incinerator
101787-0,Waste_Management,Placenta Pit
101790-4,Waste_Management,Not set
101789-6,Waste_Management,Not set
109511-6,Waste_Management,Burning Pit
101792-0,Waste_Management,Incinerator
101792-0,Waste_Management,Placenta Pit
100091-8,Waste_Management,Burning Pit
100091-8,Waste_Management,Placenta Pit
110996-6,Waste_Management,Not set
101794-6,Waste_Management,Incinerator
113139-0,Waste_Management,Burning Pit
113028-5,Waste_Management,Not set
101795-3,Waste_Management,Not set
112877-6,Waste_Management,Not set
101798-7,Waste_Management,Not set
101799-5,Waste_Management,Not set
101800-1,Waste_Management,Burning Pit
101801-9,Waste_Management,Burning Chamber
101801-9,Waste_Management,Placenta Pit
113212-5,Waste_Management,Burning Pit
101802-7,Waste_Management,Burning Pit
101802-7,Waste_Management,Placenta Pit
101803-5,Waste_Management,Incinerator
101803-5,Waste_Management,Burning Pit
101803-5,Waste_Management,Placenta Pit
113280-2,Waste_Management,Incinerator
101805-0,Waste_Management,Not set
101806-8,Waste_Management,Not set
101808-4,Waste_Management,Not set
101811-8,Waste_Management,Burning Pit
101811-8,Waste_Management,Placenta Pit
109923-3,Waste_Management,Not set
112448-6,Waste_Management,Others
110754-9,Waste_Management,Not set
112364-5,Waste_Management,Incinerator
101813-4,Waste_Management,Not set
111932-0,Waste_Management,Incinerator
101815-9,Waste_Management,Burning Pit
101815-9,Waste_Management,Placenta Pit
111835-5,Waste_Management,Incinerator
111835-5,Waste_Management,Placenta Pit
101817-5,Waste_Management,Incinerator
101817-5,Waste_Management,Burning Pit
101817-5,Waste_Management,Placenta Pit
101816-7,Waste_Management,Incinerator
101816-7,Waste_Management,Burning Pit
101816-7,Waste_Management,Placenta Pit
101818-3,Waste_Management,Placenta Pit
101819-1,Waste_Management,Incinerator
101823-3,Waste_Management,Not set
101822-5,Waste_Management,Burning Chamber
101822-5,Waste_Management,Placenta Pit
109939-9,Waste_Management,Not set
109936-5,Waste_Management,Not set
101824-1,Waste_Management,Incinerator
101824-1,Waste_Management,Burning Pit
101824-1,Waste_Management,Placenta Pit
112445-2,Waste_Management,Placenta Pit
112445-2,Waste_Management,Others
101825-8,Waste_Management,Not set
101826-6,Waste_Management,Not set
101827-4,Waste_Management,Not set
101828-2,Waste_Management,Incinerator
101828-2,Waste_Management,Placenta Pit
109273-3,Waste_Management,Burning Chamber
109273-3,Waste_Management,Burning Pit
109273-3,Waste_Management,Placenta Pit
101830-8,Waste_Management,Incinerator
101830-8,Waste_Management,Burning Pit
101830-8,Waste_Management,Placenta Pit
101829-0,Waste_Management,Burning Chamber
101831-6,Waste_Management,Burning Chamber
101831-6,Waste_Management,Placenta Pit
101832-4,Waste_Management,Burning Pit
101832-4,Waste_Management,Placenta Pit
101833-2,Waste_Management,Incinerator
101833-2,Waste_Management,Burning Pit
101833-2,Waste_Management,Placenta Pit
109554-6,Waste_Management,Incinerator
109554-6,Waste_Management,Burning Pit
101835-7,Waste_Management,Incinerator
101835-7,Waste_Management,Burning Pit
101835-7,Waste_Management,Placenta Pit
101836-5,Waste_Management,Burning Pit
101836-5,Waste_Management,Placenta Pit
109562-9,Waste_Management,Burning Pit
109562-9,Waste_Management,Placenta Pit
101838-1,Waste_Management,Placenta Pit
112176-3,Waste_Management,Burning Pit
101840-7,Waste_Management,Burning Chamber
101841-5,Waste_Management,Burning Pit
101842-3,Waste_Management,Burning Pit
101843-1,Waste_Management,Burning Pit
101843-1,Waste_Management,Placenta Pit
101844-9,Waste_Management,Burning Pit
101845-6,Waste_Management,Burning Pit
109841-7,Waste_Management,Burning Chamber
109841-7,Waste_Management,Burning Pit
109841-7,Waste_Management,Placenta Pit
101847-2,Waste_Management,Burning Pit
101848-0,Waste_Management,Incinerator
101848-0,Waste_Management,Placenta Pit
109340-0,Waste_Management,Burning Chamber
101850-6,Waste_Management,Burning Pit
101850-6,Waste_Management,Placenta Pit
110657-4,Waste_Management,Not set
101851-4,Waste_Management,Not set
111126-9,Waste_Management,Burning Chamber
101852-2,Waste_Management,Incinerator
101852-2,Waste_Management,Burning Chamber
101852-2,Waste_Management,Burning Pit
101853-0,Waste_Management,Burning Pit
101854-8,Waste_Management,Incinerator
101854-8,Waste_Management,Burning Chamber
101854-8,Waste_Management,Placenta Pit
113725-6,Waste_Management,Not set
101856-3,Waste_Management,Burning Pit
101856-3,Waste_Management,Placenta Pit
101858-9,Waste_Management,Incinerator
101858-9,Waste_Management,Burning Pit
101859-7,Waste_Management,Burning Chamber
101859-7,Waste_Management,Burning Pit
101859-7,Waste_Management,Placenta Pit
101860-5,Waste_Management,Burning Pit
101744-1,Waste_Management,Burning Chamber
101863-9,Waste_Management,Burning Chamber
101864-7,Waste_Management,Incinerator
101864-7,Waste_Management,Burning Pit
101864-7,Waste_Management,Placenta Pit
109419-2,Waste_Management,Not set
101866-2,Waste_Management,Burning Pit
108527-3,Waste_Management,Burning Pit
101867-0,Waste_Management,Burning Pit
101868-8,Waste_Management,Burning Pit
101869-6,Waste_Management,Incinerator
101869-6,Waste_Management,Placenta Pit
101870-4,Waste_Management,Incinerator
101870-4,Waste_Management,Burning Pit
101871-2,Waste_Management,Burning Pit
101871-2,Waste_Management,Placenta Pit
101872-0,Waste_Management,Burning Pit
101873-8,Waste_Management,Burning Pit
101873-8,Waste_Management,Placenta Pit
101874-6,Waste_Management,Burning Pit
101875-3,Waste_Management,Incinerator
101875-3,Waste_Management,Placenta Pit
101876-1,Waste_Management,Incinerator
101877-9,Waste_Management,Burning Chamber
110953-7,Waste_Management,Incinerator
110953-7,Waste_Management,Placenta Pit
101878-7,Waste_Management,Burning Chamber
101878-7,Waste_Management,Burning Pit
111685-4,Waste_Management,Burning Pit
101881-1,Waste_Management,Not set
101882-9,Waste_Management,Burning Pit
101883-7,Waste_Management,Burning Pit
101884-5,Waste_Management,Burning Pit
112231-6,Waste_Management,Not set
101885-2,Waste_Management,Burning Pit
101885-2,Waste_Management,Placenta Pit
101885-2,Waste_Management,Others
109826-8,Waste_Management,Burning Chamber
112363-7,Waste_Management,Incinerator
