Facility_ID,Facility Name,Ward,Village/Street,Facility Type,Operating Status,Ownership,Latitude,Longitude,Facility_Zone,Facility_Region,Facility_District,Facility_Council,Facility_Location,Common_Facility_Name,Registration_ID,CTC_ID,MTUHA_Code,MSD_ID,Facility_Type,Facility_Ownership,Facility_Operating_Status,Facility_Registration_Status,Location_Description,Waypoint_Number,Altitude(Meters),Service_Areas(Villages),Catchment_Population,Date_Opened/Inaugurated/Upgraded,Year,Postal_Address,Postal_Code,Official_Phone_#,Official_Fax_#,Official_Email,Facility_In-Charge_Name,Facility_In-Charge_Cadre,Website
106687-7,Nyamadoke,Nyehunge,Nyamadoke,Dispensary,Operating,Public - LGA,-2.53882,32.2429,Lake Zone,Mwanza,Sengerema,Buchosa DC,Not set,zahanati,Not set,Not set,55,30766,Dispensary,Public - LGA,Operating,Registered,Not set,56,1174,1,Not set,26 06 1996,25,P.O.BOX 44 BUCHOSA,Not set,255 759 951 102,Not set,Not set,Wilbert P Mahigu,CA,Not set
106688-5,Nyamagana,Butimba,Ziwa,Hospital - District Hospital,Operating,Public - LGA,-2.56374,32.91333,Lake Zone,Mwanza,Nyamagana,Nyamagana MC,Not set,Nyamagana Hospital,MZ.730004,Not set,Not set,Not set,Hospital - District Hospital,Public - LGA,Operating,Registered,Not set,Nyamagana,1155,Not set,Not set,01 01 2011,2011,P.O.Box 132 Mwanza,Not set,2 552 825 000 260,Not set,chacha_tz@hotmail.com,Wiliam Nangi,Medical Doctor,Not set
106689-3,Nyamagaro,Nyamagaro,Nyang'ombe,Dispensary,Operating,Public - LGA,-1.2451,33.9125,Lake Zone,Mara,Rorya,Rorya DC,Not set,Nyamagaro,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,Not set,4,8972,01 07 1952,1952,Box 250 Tarime,Not set,Not set,Not set,Not set,Julius Nyangano,Clinical Officer,Not set
106690-1,Nyamahana,Mlowa,Nyamahana,Dispensary,Operating,Public - LGA,-7.67267,35.42234,Southern Highlands Zone,Iringa,Iringa,Iringa DC,Not set,Nyamahana Dispensary,Not set,Not set,111103,IR520090,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,982,Nyamahana,Not set,Not set,Not set,108 Iringa,Not set,262702828,2701776,dmo.iringadc@yahoo.com,Gwandumi Mwakafuje,Assistace Clinical Officer,Not set
106691-9,Nyamahanga,Nyamahanga,Nyamahanga,Dispensary,Operating,Public - LGA,-2.69785,31.3262,Lake Zone,Kagera,Biharamulo,Biharamulo DC,Barabara kuu ya kwenda Lusahunga,Not set,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Barabara kuu ya kwenda Lusahunga,Not set,Not set,"Nyamahanga,Ntungamo,Kibale",Not set,Not set,Not set,BOX 22 Biharamulo,Not set,Not set,Not set,Not set,Raphael Rhobi,Clinical officer,Hana
106692-7,Nyamahwa,Nyakisasa,Nyamahwa,Dispensary,Operating,Public - LGA,-2.62129,30.71467,Lake Zone,Kagera,Ngara,Ngara DC,Near Nyamahwa p/school,Nyamahwa,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Near Nyamahwa p/school,Nyamahwa,Not set,"Nyamahwa, kigoye",11520,08 04 2019,1969,P.O.BOX 30,Not set,Not set,Not set,Not set,Sarah John,Enrolled nurse,Not set
106693-5,Nyamainza,Gulumungu,Nyamayinza,Dispensary,Operating,Public - LGA,-3.02828,32.93758,Lake Zone,Mwanza,Misungwi,Misungwi DC,Not set,Nyamainza,Not set,Not set,190730,M30573,Dispensary,Public - LGA,Operating,Registered,Not set,Nyamainza,1309,"Nyamainza,Nghamve,Gulumungu,Lukanga",Not set,01 07 1968,1968,BOX 8,Not set,Not set,Not set,Not set,BUKUMBI MADUKA BUKUMBI,Clinical Officer,Not set
106694-3,Nyamakuyu,Madibira,Nyamakuyu,Dispensary,Operating,Public - LGA,-8.15383,34.86446,Southern Highlands Zone,Mbeya,Mbarali,Mbarali DC,Nyamakuyu Primary School,Nyamakuyu Dispensary,Not set,Not set,Not set,MB520458,Dispensary,Public - LGA,Operating,Not Registered,Nyamakuyu Primary School,Nyamakuyu Dispensary,1077,2,Not set,20 12 1998,1998,"30, Rujewa",Not set,Not set,Not set,Not set,Gabriel Samile,Assisstant Clinical Officer,Not set
106695-0,Nyamalapa,Nyamalapa,Kimali,Dispensary,Operating,Public - LGA,-2.97743,33.94042,Western Zone,Simiyu,Itilima,Itilima DC,Not set,Nyamalapa.,Not set,Not set,260219,MZ 520829,Dispensary,Public - LGA,Operating,Registered,Not set,Nyamalapa,1325,Kimali,14934,02 04 2004,2004,Box 308 Bariadi,39215,Not set,Not set,Not set,ASHELLA NYAGABONA,Clinical officer,Not set
106697-6,Nyamalimbe,Nyamalimbe,Nyamalimbe,Dispensary,Operating,Public - LGA,-3.08104,32.3678,Lake Zone,Geita,Geita,Geita DC,Nyamalimbe,Nyamalimbe,Not set,19-06-0145,Not set,MZ520830,Dispensary,Public - LGA,Operating,Registered,Nyamalimbe,39,1334,"Mduhani, Ngula, Nyamiboga, Buzanaki, Nyamalimbe, Nyang'hanga, Nyamigogo, Lwamwizo",27502,30 06 1974,1974,"P.O BOX 139, GEITA",Not set,225 282 520 061,028-2520061,info@geitadc.go.tz,LAURENT LUSWETULA,CO,Not set
106698-4,Nyamalogo,Nyamalogo,Nyamalogo,Dispensary,Operating,Public - LGA,-3.596781,33.230177,Western Zone,Shinyanga,Shinyanga,Shinyanga DC,23 KM NE,NYAMALOGO DISPENSARY,Not set,Not set,Not set,MZ520120,Dispensary,Public - LGA,Operating,Registered,23 KM NE,29,3054,NYAMALOGO,9387,Not set,Not set,DED SHINYANGA,113,Not set,Not set,ded_shy@yahoo.com,JULIANA MASALU,ENROLLED NURSE,Not set
106699-2,Nyamanga,Nyamanga,Nyanaga,Dispensary,Operating,Public - LGA,-1.82525,33.05356,Lake Zone,Mwanza,Ukerewe,Ukerewe DC,Not set,Nyamanga,Not set,Not set,191025,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,Nyamanga,1192,"Nyamanga, Chibasi",10283,01 07 1972,1972,Box 55,Not set,Not set,Not set,Not set,PAULO KALOMO CHRISTOPHER,Clinical Assistant,Not set
106700-8,Nyamasanda,Ikoma,Nyamasanda,Dispensary,Operating,Private - Faith based organization (FBO),-1.18708,34.2854,Lake Zone,Mara,Rorya,Rorya DC,Not set,Nyamasanda,Not set,Not set,2006022,Not set,Dispensary,Private - Faith based organization (FBO),Operating,Registered,Not set,Not set,Not set,1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Jane Ngita,Enrolled Nurse,Not set
109490-3,Nyamatala,Ngulla,Nyamatala,Dispensary,Pending Operation - Under Construction,Public - LGA,-2.67787,33.31409,Lake Zone,Mwanza,Kwimba,Kwimba DC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Pending Operation - Under Construction,Not set,Not set,NYAMATALA DISP,1274,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112514-5,Nyamatanga,Ruaruke,Nyamatanga,Health Center,Operating,Public - LGA,-7.77381,39.1389,Eastern Zone,Pwani,Rufiji,Kibiti DC,Not set,Nyamatanga,Not set,Not set,Not set,Not set,Health Center,Public - LGA,Operating,Registered,Not set,Not set,Not set,nyamatanga,1500,01 07 2016,2016,33 kibiti,Not set,Not set,Not set,Not set,justine isangu,co,Not set
106701-6,Nyamatare,Nyamatare,Nyamatare,Dispensary,Operating,Public - LGA,-1.51367,33.79572,Lake Zone,Mara,Musoma,Musoma MC,Not set,Nyamatare,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,1185,Not set,Not set,Not set,Not set,Box 194,Not set,028-2622560/2622550,028-2622560,Not set,Not set,Not set,Not set
106703-2,Nyamato,Nyamato,Nyamato Tipo,Dispensary,Operating,Public - LGA,-7.45614,39.0315,Eastern Zone,Pwani,Mkuranga,Mkuranga DC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,83,3,Not set,09 12 1991,Not set,10,Not set,Not set,Not set,Not set,Mwanahamisi Katundu,CO,Not set
106704-0,Nyamatoke,Mcharo,Nyamatoke,Dispensary,Operating,Public - LGA,-2.04034,34.0007,Lake Zone,Mara,Bunda,Bunda TC,MUGUMU SERENGETI ROAD,NYAMATOKE,Not set,Not set,204026,Not set,Dispensary,Public - LGA,Operating,Registered,MUGUMU SERENGETI ROAD,79,1214,1,2759,11 03 2003,2003,246,Not set,2552826536,2,dmobunda2014@gmail.com,Japhet Maira,CA,Not set
106705-7,Nyamatoke,Mosongo,Nyamatoke,Dispensary,Operating,Public - LGA,-1.811362,34.426368,Lake Zone,Mara,Serengeti,Serengeti DC,Near by Nyamatoke Primary School,Nyamatoke Dispensary,Not set,20-02-0131,202038,Not set,Dispensary,Public - LGA,Operating,Registered,Near by Nyamatoke Primary School,Nyamatoke Disp,1424,1(Nyamatoke Village),Not set,05 01 1999,1999,"P.O.Box 176,Mugumu",Not set,Not set,Not set,Not set,Pamela Agufa,Enrolled Nurse (ANO),Not set
106706-5,Nyamatongo,Nyamatongo,Nyamatongo,Dispensary,Operating,Public - LGA,-2.52381,32.7901,Lake Zone,Mwanza,Sengerema,Sengerema DC,Not set,Nyamatongo,30557,Not set,53,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,26,1183,Nyamatongo,1520,30 09 1999,15,Box 175 Sengerema,Not set,255 769 225 518,Not set,Not set,Steven Abel,Clinical Officer,Not set
106707-3,Nyamazugo,Nyamazugo,Nyamazugo,Dispensary,Operating,Public - LGA,-2.55656,32.54097,Lake Zone,Mwanza,Sengerema,Sengerema DC,Not set,Zahanati,Not set,Not set,Not set,30644,Dispensary,Public - LGA,Operating,Registered,Not set,40,1167,"Nyamazugo,Mwaliga,Kijuka",3260,01 07 1990,1990,P.O.BOX 175 SENGEREMA,Not set,769225544,Not set,Not set,Rajabu Mashauri,CO,Not set
110829-9,Nyamazugo Prinmat,Nyamazugo,Nyamazugo,Clinic - Other Clinic,Operating,Private - For Profit,-2.6478,32.63717,Lake Zone,Mwanza,Sengerema,Sengerema DC,Not set,Not set,Not set,Not set,Not set,Not set,Clinic - Other Clinic,Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
109827-6,Nyambale,Lusahunga,Nyambale,Dispensary,Operating,Public - LGA,-2.86219,31.24802,Lake Zone,Kagera,Biharamulo,Biharamulo DC,Nyambale center,Nyambale,Not set,Not set,Not set,MZ521205,Dispensary,Public - LGA,Operating,Registration Pending Certification,Nyambale center,212,4228,Nyambale,Not set,Not set,Not set,Box 22 Biharamulo,Not set,Not set,Not set,Not set,Sheenyange Mtoto,Clinical Officer,Not set
106708-1,Nyambili,Bungu,Nyambili,Dispensary,Operating,Public - LGA,-7.6167,39.0092,Eastern Zone,Pwani,Rufiji,Kibiti DC,From Bungu to Nyambili village,Nyambili,65066,Not set,65066,Not set,Dispensary,Public - LGA,Operating,Registered,From Bungu to Nyambili village,2,132,Nyambili,Not set,02 07 2012,2012,p.o Box 22 Utete,Not set,Not set,Not set,Not set,Godwini Mgoghwe,Clinical assistant,Not set
106710-7,Nyambiti,Nyambiti,Nyambiti,Health Center,Operating,Public - LGA,-2.82841,33.42687,Lake Zone,Mwanza,Kwimba,Kwimba DC,Not set,Nyambiti,Not set,Not set,190409,MZ510107,Health Center,Public - LGA,Operating,Not set,Not set,NYAMBITI HC,1249,4,Not set,Not set,Not set,Box 64 Ngudu,Not set,Not set,Not set,Not set,JULIUS SHANTI,CO,Not set
106709-9,Nyambiti,Nyamirembe,Nyambiti,Dispensary,Operating,Public - LGA,-2.54891,31.64822,Lake Zone,Geita,Chato,Chato DC,situated at nyambiti village,Nyambiti,106709,18-07-0121,25/05/024,MZ520836,Dispensary,Public - LGA,Operating,Registered,situated at nyambiti village,Nyambiti,1215,nyambiti kalebezo.busalala,4814,01 04 2010,2010,Box 50 Chato,50,Not set,Not set,Not set,DEVOTHA MWITA,CLINICAL ASSISTANT,Not set
113375-0,Nyambiti,Nyakato,Nyambiti,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,-2.525761,32.929376,Lake Zone,Mwanza,Ilemela,Ilemela MC,Not set,Not set,PHL-C/MWZ/AUT/074,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,1232,Not set,Not set,03 05 2018,2018,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
106711-5,Nyambono,Nyambono,Nyambono,Dispensary,Operating,Public - LGA,-1.88113,33.695,Lake Zone,Mara,Musoma,Musoma DC,Msanja Gold Mining,Nyambono,Not set,20-05-0123,Not set,MZ520837,Dispensary,Public - LGA,Operating,Registered,Msanja Gold Mining,Not set,Not set,Saragana,5282,13 07 2010,2010,Musoma,344,Not set,Not set,Not set,Patrick Ojwan'g,Registered Nurse,Not set
106712-3,Nyambori,Bukura,Nyambori,Dispensary,Operating,Public - LGA,-1.13498,34.1237,Lake Zone,Mara,Rorya,Rorya DC,Not set,Nyambori Disp,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,Not set,4,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Galus Odongo,Clinical Officer,Not set
106713-1,Nyambula,Ngogwa,Nyambula,Dispensary,Operating,Public - LGA,-3.74241,32.51316,Western Zone,Shinyanga,Kahama,Kahama TC,Not set,nyambula (njia panda),Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,1208,"nyambula,ngulu,sunge",Not set,15 07 2005,2005,box 5,Not set,Not set,Not set,Not set,Masanja Mobeyo Sayi,Clinical Officer,Not set
112573-1,Nyambuna,Bomani,Mawasiliano,Health Labs - Level III single purpose Health Laboratory,Operating,Private - For Profit,-1.34348,34.3793,Lake Zone,Mara,Tarime,Tarime TC,KIFA Hotel,Nyambuna maabara,PHL-C/MAR/AUT/025,Not set,Not set,Not set,Health Labs - Level III single purpose Health Laboratory,Private - For Profit,Operating,Registered,KIFA Hotel,Nyambuna lab,1420,Not set,Not set,Not set,2018,402,Not set,Not set,Not set,Not set,Zubeda Ramadhan K,Laboratory Technologist,Not set
106714-9,Nyambunda,Bungu,Nyambunda,Dispensary,Operating,Public - LGA,-7.60548,38.9888,Eastern Zone,Pwani,Rufiji,Kibiti DC,At Nyambunda village center,Nyambunda,Not set,Not set,65022,Not set,Dispensary,Public - LGA,Operating,Registered,At Nyambunda village center,Not set,107,Nyambunda,Not set,05 03 1999,1999,p.o box 33 Kibiti,Not set,Not set,Not set,Not set,Philinus Muzobe,Clinical officer,Not set
106715-6,Nyamburi,Sedeco,Nyambori,Dispensary,Operating,Public - LGA,-1.790317,34.753138,Lake Zone,Mara,Serengeti,Serengeti DC,Nyanburi centre,Nyamburi Dispensary,Not set,20-02-0121,202040,Not set,Dispensary,Public - LGA,Operating,Registered,Nyanburi centre,Nyamburi Dispensary,1630,"4 (Nyamburi,Mbilikili,Tamkeri,Bisarara)",Not set,11 09 2009,2009,"P.o.Box 176, Mugumu",Not set,Not set,Not set,Not set,Marco Mwakipesile,Clinical Officer,Not set
106716-4,Nyambuyi,Ngulla,Nyambuyi,Dispensary,Operating,Public - LGA,-2.68493,33.27808,Lake Zone,Mwanza,Kwimba,Kwimba DC,Not set,NYAMBUYI,Not set,Not set,190421,MZ520841,Dispensary,Public - LGA,Operating,Not set,Not set,NYAMBUYI DISP,1244,5,Not set,Not set,Not set,BOX 64 NGUDU,Not set,Not set,Not set,Not set,BERNADETHA SHIJA,EN,Not set
106718-0,Nyamhongolo,Buswelu,Nyamhongolo,Dispensary,Operating,Public - LGA,-2.54506,33.00384,Lake Zone,Mwanza,Ilemela,Ilemela MC,Not set,Nyamhongoro,Not set,Not set,193031,M33559,Dispensary,Public - LGA,Operating,Registered,Not set,Nyamhongolo,1205,4,Not set,24 07 2006,2006,735 Ilemela,Not set,Not set,Not set,Not set,Charles Malela Ngalaba,Clinical Officer,Not set
106719-8,Nyamhoza,Mkongoro,Nyamhoza,Dispensary,Operating,Public - LGA,-4.736434,29.744894,Western Zone,Kigoma,Kigoma,Kigoma DC,Not set,Nyamuhoza Dispensary,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,Nyamuhoza Dispensary,1014,Nyamuhoza,Not set,15 04 2004,Not set,Not set,Not set,Not set,Not set,Not set,Vumilia Likwamile,Nurse,Not set
113352-9,Nyamhuge,Pasiansi,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,-2.517347,32.9378,Lake Zone,Mwanza,Ilemela,Ilemela MC,Not set,Not set,PHL-C/MWZ/AUT/049,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,1228,Not set,Not set,24 10 2019,2019,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
106720-6,Nyamiaga,Nyamiyaga,Nyamiyaga,Hospital - Hospital at District Level,Operating,Public - LGA,-2.49744,30.6694,Lake Zone,Kagera,Ngara,Ngara DC,Not set,Nyamiaga,Not set,Not set,Not set,Not set,Hospital - Hospital at District Level,Public - LGA,Operating,Registered,Not set,Nyamiaga,1826,"Nyamiaga, Nterungwe,Nakatunga, Mulukulazo, Burengo,Mubinyange",27350,15 07 1922,1922,P.O.BOX 30,Not set,789151810,Not set,nyamiagahospital2014@gmail.com,Dr Simon Kyamwenge,Assistant medical officer,Not set
106721-4,Nyamidaho,Nyamidaho,Nyamidaho,Health Center,Operating,Public - LGA,-4.235195,30.467512,Western Zone,Kigoma,Kasulu,Kasulu DC,Near by Primary School,Nyamidaho Health Centre,Not set,Not set,Not set,Not set,Health Center,Public - LGA,Operating,Registered,Near by Primary School,Nyamidaho Health Centre,1182,Nyamidaho,6180,09 10 2006,2006,Box 97,Not set,752184375,Not set,Not set,Melania Nyagisiri,Clinical officer,Not set
106722-2,Nyamigamba,Bugando,Bugando,Dispensary,Operating,Public - LGA,-2.72605,33.45406,Lake Zone,Mwanza,Kwimba,Kwimba DC,Not set,NYAMIGAMBA,Not set,Not set,190430,MZ520844,Dispensary,Public - LGA,Operating,Registered,Not set,NYAMIGAMBA,1237,"Bugando, Nyamigamba",Not set,Not set,1938,BOX 64 NGUDU,Not set,Not set,Not set,Not set,SEPHANIA IZACK,ENROLLED NURSE,Not set
106723-0,Nyamigogo,Nyamigogo,Nyamigogo,Dispensary,Operating,Public - LGA,-2.78899,31.64557,Lake Zone,Kagera,Biharamulo,Biharamulo DC,Nyamigogo Ward office,Nyamigogo,Not set,Not set,Not set,M30153,Dispensary,Public - LGA,Operating,Registered,Nyamigogo Ward office,62,1207,"Nyamigogo,Kagoma and Songambele",Not set,Not set,1974,Box 22 Biharamulo,Not set,Not set,Not set,Not set,Katherine Karumna,Clinical assistant,Not set
106724-8,Nyamijundu,Kasololo,Igumo,Dispensary,Operating,Public - LGA,-2.96011,32.99308,Lake Zone,Mwanza,Misungwi,Misungwi DC,Not set,Nyamijundu,Not set,Not set,31,M30361,Dispensary,Public - LGA,Operating,Registered,Not set,Nyamijundu,1178,"Igumo,Kasololo,Nduha,Isuka",Not set,01 07 1963,1963,BOX 08,Not set,Not set,Not set,Not set,Mahushi Mahushi,Clinica Officer,Not set
106725-5,Nyamika,Buruma,Mwikoro,Dispensary,Operating,Public - LGA,-1.7276,33.85627,Lake Zone,Mara,Butiama,Butiama DC,Not set,Nyamika,Not set,Not set,Not set,MZ520847,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,1266,1,Not set,18 05 1949,1949,P.O.Box 1207 Butiama,Not set,754 240 721,Not set,Not set,Francis Motto,CO,Not set
106726-3,Nyamikoma,Kabita,Nyamikoma,Dispensary,Operating,Public - LGA,-2.321909,33.671744,Western Zone,Simiyu,Busega,Busega DC,1145 m,Nyamikoma dispensary,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,1145 m,10,Not set,4,Not set,Not set,1984,Box 157,Not set,Not set,Not set,Not set,kisula nguke,CO,Not set
106728-9,Nyamikoma,Iseni,Nyashana,Dispensary,Operating,Public - LGA,-2.75626,33.52449,Lake Zone,Mwanza,Kwimba,Kwimba DC,Not set,Nyamikoma,Not set,Not set,190410,MZ520849,Dispensary,Public - LGA,Operating,Not Registered,Not set,NYAMIKOMA DISP,1247,Not set,Not set,Not set,Not set,Box 64 Ngudu,Not set,Not set,Not set,Not set,BOLLEN LUSAJO MWAIGOMOLE,EN,Not set
106727-1,Nyamikoma,Sapiwi,Nyamikoma,Dispensary,Operating,Public - LGA,-2.31327,33.96641,Western Zone,Simiyu,Bariadi,Bariadi DC,Not set,NYAMIKOMA,Not set,Not set,24-06-022,MZ521116,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,1256,nyamikoma,Not set,Not set,Not set,109Bariadi,Not set,Not set,Not set,Not set,SAIDI MPANDUJI,Enlloles nurse,Not set
109389-7,Nyamikonze,Mwingiro,Nyamikonze,Dispensary,Pending Operation - Under Construction,Public - LGA,-3.19047,32.526,Lake Zone,Geita,Nyang'hwale,Nyang'hwale DC,Not set,Nyamikonze,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Pending Operation - Under Construction,Not Registered,Not set,Not set,1183,Not set,Not set,08 09 2015,2015,Ded Nyang'hwale,Not set,Not set,Not set,Not set,Not set,Not set,Not set
106730-5,Nyamilama,Nyamilama,Nyamilama,Health Center,Operating,Public - LGA,-3.083,33.34413,Lake Zone,Mwanza,Kwimba,Kwimba DC,Not set,Not set,Not set,Not set,190414,MZ510108,Health Center,Public - LGA,Operating,Not set,Not set,NYAMILAMA HC,1237,4,Not set,Not set,Not set,BOX 64 NGUDU,Not set,Not set,Not set,Not set,STEPHENE GALANI,CO,Not set
109667-6,Nyamilyango,Bugulula,Nyamilyango,Dispensary,Operating,Public - LGA,-2.69857,32.2012,Lake Zone,Geita,Geita,Geita DC,Karibu na Shule ya Msingi,Nyamilyango,Not set,Not set,Not set,MZ 521314,Dispensary,Public - LGA,Operating,Registered,Karibu na Shule ya Msingi,44,1344,"Nyamilyango,",7672,05 12 2017,2017,"P.O BOX 139, GEITA",Not set,225 282 520 061,028-2520061,info@geitadc.go.tz,Ashatu Majala,CA,Not set
112137-5,Nyaminje,Mega,Nyaminje,Dispensary,Operating,Public - LGA,-3.392,32.1018,Western Zone,Shinyanga,Kahama,Msalala DC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,Not set,1 Nyaminje,1500,07 07 2017,2017,16,Not set,Not set,Not set,Not set,Masumbuko Kapama,EN,Not set
106731-3,Nyaminywili,Ngorongo,Nyaminywili,Health Center,Operating,Public - LGA,-7.84113,38.4249,Eastern Zone,Pwani,Rufiji,Rufiji DC,At Nyaminywili village from kbt road.,Not set,Not set,Not set,Not set,Not set,Health Center,Public - LGA,Operating,Registered,At Nyaminywili village from kbt road.,Not set,61,nyaminywili,Not set,05 06 1975,Not set,22 utete,Not set,Not set,Not set,Not set,Abdallah Watanga,CO,Not set
106732-1,Nyamiranda,Kyebitembe,Nyamilanda,Dispensary,Operating,Public - LGA,-2.15905,31.5027,Lake Zone,Kagera,Muleba,Muleba DC,Not set,Nyamiranda Dispensary,Not set,Not set,Not set,MZ520850,Dispensary,Public - LGA,Operating,Registered,Not set,7,1563,3,9972,Not set,2003,P.O. BOX 10,Not set,Not set,Not set,Not set,Scholastica Rushagya,Registered nurse,Not set
106733-9,Nyamirembe,Nyamirembe,Nyamirembe,Dispensary,Operating,Public - LGA,-2.52618,31.7167,Lake Zone,Geita,Chato,Chato DC,situated at nyamilembe village,Nyamilembe,106733,18-06-0116,25/05/007,MZ520851,Dispensary,Public - LGA,Operating,Registered,situated at nyamilembe village,Nyamilembe,11691,nyamilembe.nyakakarango.kalebezo,11489,01 07 1994,1994,Box 50 Chato,50,Not set,Not set,Not set,JOHN PAULO,clinical officer,Not set
106734-7,Nyamisati,Salale,Not set,Dispensary,Operating,Public - LGA,-7.7849,39.2745,Eastern Zone,Pwani,Rufiji,Kibiti DC,At nyamisati village,Nyamisati,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,At nyamisati village,Not set,15,Nyamisati,Not set,23 11 1998,Not set,p.o box 33 Kibiti,Not set,Not set,Not set,Not set,Said Mkangama,Clinical Officer,Not set
106735-4,Nyamisingisi,Issenye,Nyamisingisi,Dispensary,Operating,Public - LGA,-1.980854,34.341665,Lake Zone,Mara,Serengeti,Serengeti DC,Within Nyamisingisi Village,Nyamisingisi Dispensary,Not set,20-02-0127,202037,Not set,Dispensary,Public - LGA,Operating,Registered,Within Nyamisingisi Village,Nyamisingisi Disp,1267,1(Nyamisingisi),Not set,16 04 2001,2001,"P.O.Box 176,Mugumu",Not set,Not set,Not set,Not set,Omondi Apat,Enrolled Nurse,Not set
106736-2,Nyamisisi,Kukirango,Nyamisisye,Dispensary,Operating,Public - LGA,-1.75527,33.8677,Lake Zone,Mara,Butiama,Butiama DC,Not set,Nyamisisi,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,Nyamisis,1263,6,8000,28 04 2014,2014,1207,Not set,Not set,Not set,Not set,Milkista Masanja,ENROL NURSE,Not set
106737-0,Nyamisivyi,Kibondo,Nengo,Dispensary,Operating,Public - Prisons,-3.603,30.76766,Western Zone,Kigoma,Kibondo,Kibondo DC,Within Nyamisivyi Prison,Magereza,Not set,Not set,Not set,Not set,Dispensary,Public - Prisons,Operating,Registered,Within Nyamisivyi Prison,Not set,Not set,Nyamisivyi,Not set,01 07 1974,1974,Not set,Not set,Not set,Not set,Not set,Chrisant Mbalamwezi,Clinical Officer,Not set
106738-8,Nyamitita,Ring'wani,Nyamitita,Dispensary,Operating,Public - LGA,-1.673094,34.449869,Lake Zone,Mara,Serengeti,Serengeti DC,Near by Nyamitita Primary School,Nyamitita Dispensary,Not set,20-02-0143,202047,Not set,Dispensary,Public - LGA,Operating,Registered,Near by Nyamitita Primary School,Nyamitita Disp,1415,1(Nyamitita),Not set,01 12 2012,2012,"P.O.Box 176,Mugumu",Not set,Not set,Not set,Not set,Samwel Mkurwa,Enrolled Nurse,Not set
106739-6,Nyamiyaga,Bugomora,Nyamiyaga,Dispensary,Operating,Public - LGA,-1.05711,30.73446,Lake Zone,Kagera,Kyerwa,Kyerwa DC,Nyamiyaga Station,Nyamiyaga,30087,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Nyamiyaga Station,3M,1576,Not set,6431,Not set,1960,P.O.Box 72 Kyerwa,Not set,758160045,Not set,Not set,Berther Ishungisa,Enrolled Nurse,Not set
106740-4,Nyamizeze,Nyamazugo,Nyamizeze,Dispensary,Operating,Public - LGA,-2.60144,32.60056,Lake Zone,Mwanza,Sengerema,Sengerema DC,Not set,Zahanati,Not set,Not set,Not set,30395,Dispensary,Public - LGA,Operating,Registered,Not set,39,1192,"Nyamizeze,Kamwashi,Butonga",1522,01 07 1954,1954,P.O.BOX 175 SENGEREMA,Not set,255 769 225 548,Not set,Not set,Zuhura Ramadhan,CO,Not set
